quarter,region,state_name,district_name,bank_group,population_group,branch_category,number_of_offices,total_deposits_crore,total_credit_crore,reported_cd_ratio,cd_ratio,cd_ratio_category,deposits_per_branch_crore,credit_per_branch_crore
FY2018-Q1,Northern,Himachal Pradesh,Kangra,Foreign Banks,Metropolitan,Specialized Credit Cells,12,321.2,284.92,88.71,88.7,Strained (High Credit Deployment),26.77,23.74
FY2018-Q1,Northern,Himachal Pradesh,Kangra,Regional Rural Banks,Rural,Commercial Branches,1,30.83,25.31,82.1,82.1,Optimal Deployment,30.83,25.31
FY2018-Q1,Northern,Himachal Pradesh,Kangra,Regional Rural Banks,Rural,Specialized Credit Cells,1,82.56,66.82,80.93,80.94,Optimal Deployment,82.56,66.82
FY2018-Q1,Northern,Himachal Pradesh,Kangra,Regional Rural Banks,Semi-Urban,Commercial Branches,1,132.08,102.1,77.3,77.3,Optimal Deployment,132.08,102.1
FY2018-Q1,Northern,Himachal Pradesh,Kangra,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,1,114.51,81.42,71.1,71.1,Moderate Deployment,114.51,81.42
FY2018-Q1,Northern,Himachal Pradesh,Kangra,Regional Rural Banks,Urban,Commercial Branches,3,114.23,87.55,76.64,76.64,Optimal Deployment,38.08,29.18
FY2018-Q1,Northern,Himachal Pradesh,Kangra,Regional Rural Banks,Urban,Specialized Credit Cells,4,243.44,189.78,77.96,77.96,Optimal Deployment,60.86,47.44
FY2018-Q1,Northern,Himachal Pradesh,Kangra,Regional Rural Banks,Metropolitan,Commercial Branches,9,517.82,499.23,96.41,96.41,Strained (High Credit Deployment),57.54,55.47
FY2018-Q1,Northern,Himachal Pradesh,Kangra,Regional Rural Banks,Metropolitan,Specialized Credit Cells,7,459.22,397.5,86.56,86.56,Strained (High Credit Deployment),65.6,56.79
FY2018-Q1,Northern,Himachal Pradesh,Mandi,Public Sector Banks,Rural,Commercial Branches,8,351.92,278.96,79.27,79.27,Optimal Deployment,43.99,34.87
FY2018-Q1,Northern,Himachal Pradesh,Mandi,Public Sector Banks,Rural,Specialized Credit Cells,8,484.51,394.35,81.39,81.39,Optimal Deployment,60.56,49.29
FY2018-Q1,Northern,Himachal Pradesh,Mandi,Public Sector Banks,Semi-Urban,Commercial Branches,7,663.45,527.91,79.57,79.57,Optimal Deployment,94.78,75.42
FY2018-Q1,Northern,Himachal Pradesh,Mandi,Public Sector Banks,Semi-Urban,Specialized Credit Cells,13,945.34,686.92,72.66,72.66,Moderate Deployment,72.72,52.84
FY2018-Q1,Northern,Himachal Pradesh,Mandi,Public Sector Banks,Urban,Commercial Branches,22,550.45,463.04,84.12,84.12,Optimal Deployment,25.02,21.05
FY2018-Q1,Northern,Himachal Pradesh,Mandi,Public Sector Banks,Urban,Specialized Credit Cells,26,1027.95,726.7,70.69,70.69,Moderate Deployment,39.54,27.95
FY2018-Q1,Northern,Himachal Pradesh,Mandi,Public Sector Banks,Metropolitan,Commercial Branches,54,2332.37,2063.28,88.46,88.46,Strained (High Credit Deployment),43.19,38.21
FY2018-Q1,Northern,Himachal Pradesh,Mandi,Public Sector Banks,Metropolitan,Specialized Credit Cells,54,3561.72,3681.87,103.37,103.37,Strained (High Credit Deployment),65.96,68.18
FY2018-Q1,Northern,Himachal Pradesh,Mandi,Private Sector Banks,Rural,Commercial Branches,4,269.71,220.3,81.68,81.68,Optimal Deployment,67.43,55.08
FY2018-Q1,Northern,Himachal Pradesh,Mandi,Private Sector Banks,Rural,Specialized Credit Cells,2,333.13,234.55,70.41,70.41,Moderate Deployment,166.56,117.28
FY2018-Q1,Northern,Himachal Pradesh,Mandi,Private Sector Banks,Semi-Urban,Commercial Branches,12,853.36,691.45,83.58,81.03,Optimal Deployment,71.11,57.62
FY2018-Q1,Northern,Himachal Pradesh,Mandi,Private Sector Banks,Semi-Urban,Specialized Credit Cells,13,739.76,552.49,,74.69,Moderate Deployment,56.9,42.5
FY2018-Q1,Northern,Himachal Pradesh,Mandi,Private Sector Banks,Urban,Commercial Branches,24,1445.16,1106.54,76.57,76.57,Optimal Deployment,60.22,46.11
FY2018-Q1,Northern,Himachal Pradesh,Mandi,Private Sector Banks,Urban,Specialized Credit Cells,21,841.96,597.2,70.93,70.93,Moderate Deployment,40.09,28.44
FY2018-Q1,Northern,Himachal Pradesh,Mandi,Private Sector Banks,Metropolitan,Commercial Branches,39,2912.13,2597.85,89.21,89.21,Strained (High Credit Deployment),74.67,66.61
FY2018-Q1,Northern,Himachal Pradesh,Mandi,Private Sector Banks,Metropolitan,Specialized Credit Cells,46,2266.18,2127.06,93.86,93.86,Strained (High Credit Deployment),49.26,46.24
FY2018-Q1,Northern,Himachal Pradesh,Mandi,Foreign Banks,Rural,Commercial Branches,1,8.01,6.61,,82.52,Optimal Deployment,8.01,6.61
FY2018-Q1,Northern,Himachal Pradesh,Mandi,Foreign Banks,Rural,Specialized Credit Cells,1,5.2,4.18,80.39,80.38,Optimal Deployment,5.2,4.18
FY2018-Q1,Northern,Himachal Pradesh,Mandi,Foreign Banks,Semi-Urban,Commercial Branches,1,11.87,8.24,69.4,69.42,Moderate Deployment,11.87,8.24
FY2018-Q1,Northern,Himachal Pradesh,Mandi,Foreign Banks,Semi-Urban,Specialized Credit Cells,1,12.04,8.92,74.05,74.09,Moderate Deployment,12.04,8.92
FY2018-Q1,Northern,Himachal Pradesh,Mandi,Foreign Banks,Urban,Commercial Branches,4,329.97,253.61,76.86,76.86,Optimal Deployment,82.49,63.4
FY2018-Q1,Northern,Himachal Pradesh,Mandi,Foreign Banks,Urban,Specialized Credit Cells,7,283.55,209.64,73.93,73.93,Moderate Deployment,40.51,29.95
FY2018-Q1,Northern,Himachal Pradesh,Mandi,Foreign Banks,Metropolitan,Commercial Branches,14,1283.17,1169.05,91.11,91.11,Strained (High Credit Deployment),91.66,83.5
FY2018-Q1,Northern,Himachal Pradesh,Mandi,Foreign Banks,Metropolitan,Specialized Credit Cells,16,1152.35,1099.85,95.44,95.44,Strained (High Credit Deployment),72.02,68.74
FY2018-Q1,Northern,Himachal Pradesh,Mandi,Regional Rural Banks,Rural,Commercial Branches,1,18.22,14.76,81.0,81.01,Optimal Deployment,18.22,14.76
FY2018-Q1,Northern,Himachal Pradesh,Mandi,Regional Rural Banks,Rural,Specialized Credit Cells,1,22.58,16.53,73.2,73.21,Moderate Deployment,22.58,16.53
FY2018-Q1,Northern,Himachal Pradesh,Mandi,Regional Rural Banks,Semi-Urban,Commercial Branches,1,97.72,80.32,82.2,82.19,Optimal Deployment,97.72,80.32
FY2018-Q1,Northern,Himachal Pradesh,Mandi,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,2,76.01,56.9,74.86,74.86,Moderate Deployment,38.01,28.45
FY2018-Q1,Northern,Himachal Pradesh,Mandi,Regional Rural Banks,Urban,Commercial Branches,2,127.65,100.78,78.95,78.95,Optimal Deployment,63.82,50.39
FY2018-Q1,Northern,Himachal Pradesh,Mandi,Regional Rural Banks,Urban,Specialized Credit Cells,3,187.81,144.49,76.93,76.93,Optimal Deployment,62.6,48.16
FY2018-Q1,Northern,Himachal Pradesh,Mandi,Regional Rural Banks,Metropolitan,Commercial Branches,7,328.29,305.0,92.91,92.91,Strained (High Credit Deployment),46.9,43.57
FY2018-Q1,Northern,Himachal Pradesh,Mandi,Regional Rural Banks,Metropolitan,Specialized Credit Cells,10,487.09,410.11,84.2,84.2,Optimal Deployment,48.71,41.01
FY2018-Q1,Northern,Himachal Pradesh,Solan,Public Sector Banks,Rural,Commercial Branches,3,548.64,458.84,83.63,83.63,Optimal Deployment,182.88,152.95
FY2018-Q1,Northern,Himachal Pradesh,Solan,Public Sector Banks,Rural,Specialized Credit Cells,6,303.55,233.23,76.83,76.83,Optimal Deployment,50.59,38.87
FY2018-Q1,Northern,Himachal Pradesh,Solan,Public Sector Banks,Semi-Urban,Commercial Branches,14,1023.34,795.85,77.77,77.77,Optimal Deployment,73.1,56.85
FY2018-Q1,Northern,Himachal Pradesh,Solan,Public Sector Banks,Semi-Urban,Specialized Credit Cells,15,1183.98,896.65,75.73,75.73,Optimal Deployment,78.93,59.78
FY2018-Q1,Northern,Himachal Pradesh,Solan,Public Sector Banks,Urban,Commercial Branches,22,1920.89,1488.38,77.48,77.48,Optimal Deployment,87.31,67.65
FY2018-Q1,Northern,Himachal Pradesh,Solan,Public Sector Banks,Urban,Specialized Credit Cells,33,1427.3,1073.22,75.19,75.19,Optimal Deployment,43.25,32.52
FY2018-Q1,Northern,Himachal Pradesh,Solan,Public Sector Banks,Metropolitan,Commercial Branches,27,3629.73,3590.13,98.91,98.91,Strained (High Credit Deployment),134.43,132.97
FY2018-Q1,Northern,Himachal Pradesh,Solan,Public Sector Banks,Metropolitan,Specialized Credit Cells,58,3560.93,3308.91,92.92,92.92,Strained (High Credit Deployment),61.4,57.05
FY2018-Q1,Northern,Himachal Pradesh,Solan,Private Sector Banks,Rural,Commercial Branches,4,346.1,277.9,80.3,80.29,Optimal Deployment,86.52,69.47
FY2018-Q1,Northern,Himachal Pradesh,Solan,Private Sector Banks,Rural,Specialized Credit Cells,6,275.92,207.5,75.2,75.2,Optimal Deployment,45.99,34.58
FY2018-Q1,Northern,Himachal Pradesh,Solan,Private Sector Banks,Semi-Urban,Commercial Branches,14,677.24,530.73,78.37,78.37,Optimal Deployment,48.37,37.91
FY2018-Q1,Northern,Himachal Pradesh,Solan,Private Sector Banks,Semi-Urban,Specialized Credit Cells,7,666.63,509.18,76.38,76.38,Optimal Deployment,95.23,72.74
FY2018-Q1,Northern,Himachal Pradesh,Solan,Private Sector Banks,Urban,Commercial Branches,10,815.03,649.97,79.75,79.75,Optimal Deployment,81.5,65.0
FY2018-Q1,Northern,Himachal Pradesh,Solan,Private Sector Banks,Urban,Specialized Credit Cells,26,1201.11,912.41,75.96,75.96,Optimal Deployment,46.2,35.09
FY2018-Q1,Northern,Himachal Pradesh,Solan,Private Sector Banks,Metropolitan,Commercial Branches,28,3109.3,2748.04,88.38,88.38,Strained (High Credit Deployment),111.05,98.14
FY2018-Q1,Northern,Himachal Pradesh,Solan,Private Sector Banks,Metropolitan,Specialized Credit Cells,68,2192.99,1859.14,84.78,84.78,Optimal Deployment,32.25,27.34
FY2018-Q1,Northern,Himachal Pradesh,Solan,Foreign Banks,Rural,Commercial Branches,1,7.5,6.57,87.64,87.6,Strained (High Credit Deployment),7.5,6.57
FY2018-Q1,Northern,Himachal Pradesh,Solan,Foreign Banks,Rural,Specialized Credit Cells,1,6.12,4.35,71.0,71.08,Moderate Deployment,6.12,4.35
FY2018-Q1,Northern,Himachal Pradesh,Solan,Foreign Banks,Semi-Urban,Commercial Branches,1,17.63,14.0,79.4,79.41,Optimal Deployment,17.63,14.0
FY2018-Q1,Northern,Himachal Pradesh,Solan,Foreign Banks,Semi-Urban,Specialized Credit Cells,1,11.49,8.01,,69.71,Moderate Deployment,11.49,8.01
FY2018-Q1,Northern,Himachal Pradesh,Solan,Foreign Banks,Urban,Commercial Branches,8,456.95,353.18,,77.29,Optimal Deployment,57.12,44.15
FY2018-Q1,Northern,Himachal Pradesh,Solan,Foreign Banks,Urban,Specialized Credit Cells,5,575.54,438.86,,76.25,Optimal Deployment,115.11,87.77
FY2018-Q1,Northern,Himachal Pradesh,Solan,Foreign Banks,Metropolitan,Commercial Branches,12,831.8,800.86,96.28,96.28,Strained (High Credit Deployment),69.32,66.74
FY2018-Q1,Northern,Himachal Pradesh,Solan,Foreign Banks,Metropolitan,Specialized Credit Cells,20,1219.42,1114.2,91.37,91.37,Strained (High Credit Deployment),60.97,55.71
FY2018-Q1,Northern,Himachal Pradesh,Solan,Regional Rural Banks,Rural,Commercial Branches,1,39.53,31.54,79.78,79.79,Optimal Deployment,39.53,31.54
FY2018-Q1,Northern,Himachal Pradesh,Solan,Regional Rural Banks,Rural,Specialized Credit Cells,1,68.06,40.46,59.45,59.45,Under-deployed (Surplus Liquidity),68.06,40.46
FY2018-Q1,Northern,Himachal Pradesh,Solan,Regional Rural Banks,Semi-Urban,Commercial Branches,1,128.55,92.78,72.17,72.17,Moderate Deployment,128.55,92.78
FY2018-Q1,Northern,Himachal Pradesh,Solan,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,1,134.89,104.54,77.5,77.5,Optimal Deployment,134.89,104.54
FY2018-Q1,Northern,Himachal Pradesh,Solan,Regional Rural Banks,Urban,Commercial Branches,4,254.73,193.15,75.83,75.83,Optimal Deployment,63.68,48.29
FY2018-Q1,Northern,Himachal Pradesh,Solan,Regional Rural Banks,Urban,Specialized Credit Cells,3,304.54,207.97,68.29,68.29,Moderate Deployment,101.51,69.32
FY2018-Q1,Northern,Himachal Pradesh,Solan,Regional Rural Banks,Metropolitan,Commercial Branches,5,605.35,478.5,79.04,79.05,Optimal Deployment,121.07,95.7
FY2018-Q1,Northern,Himachal Pradesh,Solan,Regional Rural Banks,Metropolitan,Specialized Credit Cells,6,408.95,364.64,89.16,89.16,Strained (High Credit Deployment),68.16,60.77
FY2018-Q1,Western,Goa,North Goa,Public Sector Banks,Rural,Commercial Branches,7,429.56,340.68,79.31,79.31,Optimal Deployment,61.37,48.67
FY2018-Q1,Western,Goa,North Goa,Public Sector Banks,Rural,Specialized Credit Cells,2,360.74,285.01,79.01,79.01,Optimal Deployment,180.37,142.5
FY2018-Q1,Western,Goa,North Goa,Public Sector Banks,Semi-Urban,Commercial Branches,13,906.61,692.4,76.37,76.37,Optimal Deployment,69.74,53.26
FY2018-Q1,Western,Goa,North Goa,Public Sector Banks,Semi-Urban,Specialized Credit Cells,12,708.88,614.86,86.74,86.74,Strained (High Credit Deployment),59.07,51.24
FY2018-Q1,Western,Goa,North Goa,Public Sector Banks,Urban,Commercial Branches,17,1997.86,1490.94,74.63,74.63,Moderate Deployment,117.52,87.7
FY2018-Q1,Western,Goa,North Goa,Public Sector Banks,Urban,Specialized Credit Cells,30,2181.3,1964.08,,90.04,Strained (High Credit Deployment),72.71,65.47
FY2018-Q1,Western,Goa,North Goa,Public Sector Banks,Metropolitan,Commercial Branches,63,2521.07,2372.87,94.12,94.12,Strained (High Credit Deployment),40.02,37.66
FY2018-Q1,Western,Goa,North Goa,Public Sector Banks,Metropolitan,Specialized Credit Cells,76,2607.91,2660.49,102.02,102.02,Strained (High Credit Deployment),34.31,35.01
FY2018-Q1,Western,Goa,North Goa,Private Sector Banks,Rural,Commercial Branches,5,396.13,298.93,75.46,75.46,Optimal Deployment,79.23,59.79
FY2018-Q1,Western,Goa,North Goa,Private Sector Banks,Rural,Specialized Credit Cells,3,261.34,190.67,72.96,72.96,Moderate Deployment,87.11,63.56
FY2018-Q1,Western,Goa,North Goa,Private Sector Banks,Semi-Urban,Commercial Branches,8,925.1,812.35,87.81,87.81,Strained (High Credit Deployment),115.64,101.54
FY2018-Q1,Western,Goa,North Goa,Private Sector Banks,Semi-Urban,Specialized Credit Cells,6,544.74,408.02,74.9,74.9,Moderate Deployment,90.79,68.0
FY2018-Q1,Western,Goa,North Goa,Private Sector Banks,Urban,Commercial Branches,17,2205.83,1716.48,77.82,77.82,Optimal Deployment,129.75,100.97
FY2018-Q1,Western,Goa,North Goa,Private Sector Banks,Urban,Specialized Credit Cells,26,822.27,570.85,69.42,69.42,Moderate Deployment,31.63,21.96
FY2018-Q1,Western,Goa,North Goa,Private Sector Banks,Metropolitan,Commercial Branches,50,2481.51,1919.44,77.35,77.35,Optimal Deployment,49.63,38.39
FY2018-Q1,Western,Goa,North Goa,Private Sector Banks,Metropolitan,Specialized Credit Cells,39,1102.11,993.0,90.1,90.1,Strained (High Credit Deployment),28.26,25.46
FY2018-Q1,Western,Goa,North Goa,Foreign Banks,Rural,Commercial Branches,1,6.34,4.55,71.8,71.77,Moderate Deployment,6.34,4.55
FY2018-Q1,Western,Goa,North Goa,Foreign Banks,Rural,Specialized Credit Cells,1,5.0,4.07,81.31,81.4,Optimal Deployment,5.0,4.07
FY2018-Q1,Western,Goa,North Goa,Foreign Banks,Semi-Urban,Commercial Branches,1,18.86,16.15,85.65,85.63,Strained (High Credit Deployment),18.86,16.15
FY2018-Q1,Western,Goa,North Goa,Foreign Banks,Semi-Urban,Specialized Credit Cells,1,7.88,5.93,75.26,75.25,Optimal Deployment,7.88,5.93
FY2018-Q1,Western,Goa,North Goa,Foreign Banks,Urban,Commercial Branches,7,310.02,234.27,75.57,75.57,Optimal Deployment,44.29,33.47
FY2018-Q1,Western,Goa,North Goa,Foreign Banks,Urban,Specialized Credit Cells,7,586.59,468.79,79.92,79.92,Optimal Deployment,83.8,66.97
FY2018-Q1,Western,Goa,North Goa,Foreign Banks,Metropolitan,Commercial Branches,25,1615.43,1601.78,99.15,99.16,Strained (High Credit Deployment),64.62,64.07
FY2018-Q1,Western,Goa,North Goa,Foreign Banks,Metropolitan,Specialized Credit Cells,21,841.7,717.42,85.23,85.23,Strained (High Credit Deployment),40.08,34.16
FY2018-Q1,Western,Goa,North Goa,Regional Rural Banks,Rural,Commercial Branches,1,46.14,35.82,77.64,77.63,Optimal Deployment,46.14,35.82
FY2018-Q1,Western,Goa,North Goa,Regional Rural Banks,Rural,Specialized Credit Cells,1,69.86,56.64,81.08,81.08,Optimal Deployment,69.86,56.64
FY2018-Q1,Western,Goa,North Goa,Regional Rural Banks,Semi-Urban,Commercial Branches,1,58.5,45.32,77.46,77.47,Optimal Deployment,58.5,45.32
FY2018-Q1,Western,Goa,North Goa,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,2,146.29,122.75,83.91,83.91,Optimal Deployment,73.14,61.38
FY2018-Q1,Western,Goa,North Goa,Regional Rural Banks,Urban,Commercial Branches,2,298.43,216.21,72.45,72.45,Moderate Deployment,149.22,108.1
FY2018-Q1,Western,Goa,North Goa,Regional Rural Banks,Urban,Specialized Credit Cells,3,181.48,157.41,86.74,86.74,Strained (High Credit Deployment),60.49,52.47
FY2018-Q1,Western,Goa,North Goa,Regional Rural Banks,Metropolitan,Commercial Branches,9,501.63,449.2,89.55,89.55,Strained (High Credit Deployment),55.74,49.91
FY2018-Q1,Western,Goa,North Goa,Regional Rural Banks,Metropolitan,Specialized Credit Cells,7,309.22,303.57,98.17,98.17,Strained (High Credit Deployment),44.17,43.37
FY2018-Q1,Western,Goa,South Goa,Public Sector Banks,Rural,Commercial Branches,6,448.22,349.85,,78.05,Optimal Deployment,74.7,58.31
FY2018-Q1,Western,Goa,South Goa,Public Sector Banks,Rural,Specialized Credit Cells,7,268.68,203.84,75.87,75.87,Optimal Deployment,38.38,29.12
FY2018-Q1,Western,Goa,South Goa,Public Sector Banks,Semi-Urban,Commercial Branches,7,646.79,538.03,83.18,83.18,Optimal Deployment,92.4,76.86
FY2018-Q1,Western,Goa,South Goa,Public Sector Banks,Semi-Urban,Specialized Credit Cells,15,847.89,682.2,80.46,80.46,Optimal Deployment,56.53,45.48
FY2018-Q1,Western,Goa,South Goa,Public Sector Banks,Urban,Commercial Branches,28,2241.43,1729.4,77.16,77.16,Optimal Deployment,80.05,61.76
FY2018-Q1,Western,Goa,South Goa,Public Sector Banks,Urban,Specialized Credit Cells,28,1785.36,1419.4,79.5,79.5,Optimal Deployment,63.76,50.69
FY2018-Q1,Western,Goa,South Goa,Public Sector Banks,Metropolitan,Commercial Branches,27,4084.03,3435.5,84.12,84.12,Optimal Deployment,151.26,127.24
FY2018-Q1,Western,Goa,South Goa,Public Sector Banks,Metropolitan,Specialized Credit Cells,49,3640.17,3470.95,95.35,95.35,Strained (High Credit Deployment),74.29,70.84
FY2018-Q1,Western,Goa,South Goa,Private Sector Banks,Rural,Commercial Branches,3,379.11,295.02,77.82,77.82,Optimal Deployment,126.37,98.34
FY2018-Q1,Western,Goa,South Goa,Private Sector Banks,Rural,Specialized Credit Cells,3,267.93,182.75,68.21,68.21,Moderate Deployment,89.31,60.92
FY2018-Q1,Western,Goa,South Goa,Private Sector Banks,Semi-Urban,Commercial Branches,11,755.4,563.98,74.66,74.66,Moderate Deployment,68.67,51.27
FY2018-Q1,Western,Goa,South Goa,Private Sector Banks,Semi-Urban,Specialized Credit Cells,15,1031.25,748.46,72.58,72.58,Moderate Deployment,68.75,49.9
FY2018-Q1,Western,Goa,South Goa,Private Sector Banks,Urban,Commercial Branches,24,565.11,395.29,69.95,69.95,Moderate Deployment,23.55,16.47
FY2018-Q1,Western,Goa,South Goa,Private Sector Banks,Urban,Specialized Credit Cells,15,1789.77,1452.25,81.14,81.14,Optimal Deployment,119.32,96.82
FY2018-Q1,Western,Goa,South Goa,Private Sector Banks,Metropolitan,Commercial Branches,54,3952.19,3609.18,91.32,91.32,Strained (High Credit Deployment),73.19,66.84
FY2018-Q1,Western,Goa,South Goa,Private Sector Banks,Metropolitan,Specialized Credit Cells,46,3323.08,3108.34,93.54,93.54,Strained (High Credit Deployment),72.24,67.57
FY2018-Q1,Western,Goa,South Goa,Foreign Banks,Rural,Commercial Branches,1,5.24,4.01,76.48,76.53,Optimal Deployment,5.24,4.01
FY2018-Q1,Western,Goa,South Goa,Foreign Banks,Rural,Specialized Credit Cells,1,5.67,4.78,,84.3,Optimal Deployment,5.67,4.78
FY2018-Q1,Western,Goa,South Goa,Foreign Banks,Semi-Urban,Commercial Branches,1,11.5,9.81,85.28,85.3,Strained (High Credit Deployment),11.5,9.81
FY2018-Q1,Western,Goa,South Goa,Foreign Banks,Semi-Urban,Specialized Credit Cells,1,11.25,8.36,74.28,74.31,Moderate Deployment,11.25,8.36
FY2018-Q1,Western,Goa,South Goa,Foreign Banks,Urban,Commercial Branches,7,457.66,331.12,72.35,72.35,Moderate Deployment,65.38,47.3
FY2018-Q1,Western,Goa,South Goa,Foreign Banks,Urban,Specialized Credit Cells,1,264.94,202.63,76.48,76.48,Optimal Deployment,264.94,202.63
FY2018-Q1,Western,Goa,South Goa,Foreign Banks,Metropolitan,Commercial Branches,13,1138.06,1140.89,100.25,100.25,Strained (High Credit Deployment),87.54,87.76
FY2018-Q1,Western,Goa,South Goa,Foreign Banks,Metropolitan,Specialized Credit Cells,16,701.18,663.64,94.65,94.65,Strained (High Credit Deployment),43.82,41.48
FY2018-Q1,Western,Goa,South Goa,Regional Rural Banks,Rural,Commercial Branches,1,40.12,32.17,80.19,80.18,Optimal Deployment,40.12,32.17
FY2018-Q1,Western,Goa,South Goa,Regional Rural Banks,Rural,Specialized Credit Cells,1,28.24,22.15,78.42,78.43,Optimal Deployment,28.24,22.15
FY2018-Q1,Western,Goa,South Goa,Regional Rural Banks,Semi-Urban,Commercial Branches,1,175.73,117.07,66.62,66.62,Moderate Deployment,175.73,117.07
FY2018-Q1,Western,Goa,South Goa,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,1,135.01,94.05,69.66,69.66,Moderate Deployment,135.01,94.05
FY2018-Q1,Western,Goa,South Goa,Regional Rural Banks,Urban,Commercial Branches,4,252.56,197.66,78.26,78.26,Optimal Deployment,63.14,49.42
FY2018-Q1,Western,Goa,South Goa,Regional Rural Banks,Urban,Specialized Credit Cells,5,275.01,201.99,73.45,73.45,Moderate Deployment,55.0,40.4
FY2018-Q1,Western,Goa,South Goa,Regional Rural Banks,Metropolitan,Commercial Branches,4,395.43,383.01,96.86,96.86,Strained (High Credit Deployment),98.86,95.75
FY2018-Q1,Western,Goa,South Goa,Regional Rural Banks,Metropolitan,Specialized Credit Cells,6,387.61,378.25,97.59,97.59,Strained (High Credit Deployment),64.6,63.04
FY2018-Q1,North-Eastern,Tripura,West Tripura,Public Sector Banks,Rural,Commercial Branches,8,133.04,103.63,77.89,77.89,Optimal Deployment,16.63,12.95
FY2018-Q1,North-Eastern,Tripura,West Tripura,Public Sector Banks,Rural,Specialized Credit Cells,4,478.45,360.42,75.33,75.33,Optimal Deployment,119.61,90.1
FY2018-Q1,North-Eastern,Tripura,West Tripura,Public Sector Banks,Semi-Urban,Commercial Branches,13,1186.45,873.64,73.64,73.63,Moderate Deployment,91.27,67.2
FY2018-Q1,North-Eastern,Tripura,West Tripura,Public Sector Banks,Semi-Urban,Specialized Credit Cells,12,1145.105,738.58,82.22,64.5,Moderate Deployment,95.43,61.55
FY2018-Q1,North-Eastern,Tripura,West Tripura,Public Sector Banks,Urban,Commercial Branches,28,1140.28,943.94,82.78,82.78,Optimal Deployment,40.72,33.71
FY2018-Q1,North-Eastern,Tripura,West Tripura,Public Sector Banks,Urban,Specialized Credit Cells,13,1669.58,1195.79,71.62,71.62,Moderate Deployment,128.43,91.98
FY2018-Q1,North-Eastern,Tripura,West Tripura,Public Sector Banks,Metropolitan,Commercial Branches,63,4054.03,3684.08,90.87,90.87,Strained (High Credit Deployment),64.35,58.48
FY2018-Q1,North-Eastern,Tripura,West Tripura,Public Sector Banks,Metropolitan,Specialized Credit Cells,49,3048.0,2924.95,95.96,95.96,Strained (High Credit Deployment),62.2,59.69
FY2018-Q1,North-Eastern,Tripura,West Tripura,Private Sector Banks,Rural,Commercial Branches,6,287.29,219.8,76.51,76.51,Optimal Deployment,47.88,36.63
FY2018-Q1,North-Eastern,Tripura,West Tripura,Private Sector Banks,Rural,Specialized Credit Cells,4,124.59,85.56,68.67,68.67,Moderate Deployment,31.15,21.39
FY2018-Q1,North-Eastern,Tripura,West Tripura,Private Sector Banks,Semi-Urban,Commercial Branches,8,544.08,397.62,73.08,73.08,Moderate Deployment,68.01,49.7
FY2018-Q1,North-Eastern,Tripura,West Tripura,Private Sector Banks,Semi-Urban,Specialized Credit Cells,10,727.22,538.35,74.03,74.03,Moderate Deployment,72.72,53.84
FY2018-Q1,North-Eastern,Tripura,West Tripura,Private Sector Banks,Urban,Commercial Branches,17,1216.8,1034.89,85.05,85.05,Strained (High Credit Deployment),71.58,60.88
FY2018-Q1,North-Eastern,Tripura,West Tripura,Private Sector Banks,Urban,Specialized Credit Cells,22,1546.75,1329.09,85.93,85.93,Strained (High Credit Deployment),70.31,60.41
FY2018-Q1,North-Eastern,Tripura,West Tripura,Private Sector Banks,Metropolitan,Commercial Branches,43,1862.41,1683.21,90.38,90.38,Strained (High Credit Deployment),43.31,39.14
FY2018-Q1,North-Eastern,Tripura,West Tripura,Private Sector Banks,Metropolitan,Specialized Credit Cells,43,2293.45,1915.58,83.52,83.52,Optimal Deployment,53.34,44.55
FY2018-Q1,North-Eastern,Tripura,West Tripura,Foreign Banks,Rural,Commercial Branches,1,6.03,3.88,64.3,64.34,Moderate Deployment,6.03,3.88
FY2018-Q1,North-Eastern,Tripura,West Tripura,Foreign Banks,Rural,Specialized Credit Cells,1,7.49,6.24,83.33,83.31,Optimal Deployment,7.49,6.24
FY2018-Q1,North-Eastern,Tripura,West Tripura,Foreign Banks,Semi-Urban,Commercial Branches,1,13.03,10.04,77.09,77.05,Optimal Deployment,13.03,10.04
FY2018-Q1,North-Eastern,Tripura,West Tripura,Foreign Banks,Semi-Urban,Specialized Credit Cells,1,19.18,13.64,71.12,71.12,Moderate Deployment,19.18,13.64
FY2018-Q1,North-Eastern,Tripura,West Tripura,Foreign Banks,Urban,Commercial Branches,9,658.265,153.91,64.18,23.38,Under-deployed (Surplus Liquidity),73.14,17.1
FY2018-Q1,North-Eastern,Tripura,West Tripura,Foreign Banks,Urban,Specialized Credit Cells,10,338.3,245.36,72.53,72.53,Moderate Deployment,33.83,24.54
FY2018-Q1,North-Eastern,Tripura,West Tripura,Foreign Banks,Metropolitan,Commercial Branches,10,1099.73,933.86,84.92,84.92,Optimal Deployment,109.97,93.39
FY2018-Q1,North-Eastern,Tripura,West Tripura,Foreign Banks,Metropolitan,Specialized Credit Cells,8,480.88,467.52,97.22,97.22,Strained (High Credit Deployment),60.11,58.44
FY2018-Q1,North-Eastern,Tripura,West Tripura,Regional Rural Banks,Rural,Commercial Branches,1,41.68,482.25,77.13,1157.03,Strained (High Credit Deployment),41.68,482.25
